film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,category_id
681,PIRATES ROXANNE,A STUNNING DRAMA OF A WOMAN AND A LUMBERJACK WHO MUST OVERCOME A A SHARK IN THE CANADIAN ROCKIES,2006,1,7,4,0.99,100,20.99,PG,17
682,PITTSBURGH HUNCHBACK,A THRILLING EPISTLE OF A BOY AND A BOAT WHO MUST FIND A STUDENT IN SOVIET GEORGIA,2006,1,7,4,4.99,134,17.99,PG-13,8
683,PITY BOUND,A BORING PANORAMA OF A FEMINIST AND A MOOSE WHO MUST DEFEAT A DATABASE ADMINISTRATOR IN NIGERIA,2006,1,7,5,4.99,60,19.99,NC-17,17
684,PIZZA JUMANJI,A EPIC SAGA OF A CAT AND A SQUIRREL WHO MUST OUTGUN A ROBOT IN A U-BOAT,2006,1,7,4,2.99,173,11.99,NC-17,17
685,PLATOON INSTINCT,A THRILLING PANORAMA OF A MAN AND A WOMAN WHO MUST REACH A WOMAN IN AUSTRALIA,2006,1,7,6,4.99,132,10.99,PG-13,13
686,PLUTO OLEANDER,A ACTION-PACKED REFLECTION OF A CAR AND A MOOSE WHO MUST OUTGUN A CAR IN A SHARK TANK,2006,1,7,5,4.99,84,9.99,R,13
687,POCUS PULP,A INTREPID YARN OF A FRISBEE AND A DOG WHO MUST BUILD A ASTRONAUT IN A BALOON FACTORY,2006,1,7,6,0.99,138,15.99,NC-17,6
688,POLISH BROOKLYN,A BORING CHARACTER STUDY OF A DATABASE ADMINISTRATOR AND A LUMBERJACK WHO MUST REACH A MADMAN IN THE OUTBACK,2006,1,7,6,0.99,61,12.99,PG,3
689,POLLOCK DELIVERANCE,A INTREPID STORY OF A MADMAN AND A FRISBEE WHO MUST OUTGUN A BOAT IN THE SAHARA DESERT,2006,1,7,5,2.99,137,14.99,PG,17
690,POND SEATTLE,A STUNNING DRAMA OF A TEACHER AND A BOAT WHO MUST BATTLE A FEMINIST IN ANCIENT CHINA,2006,1,7,7,2.99,185,25.99,PG-13,17
691,POSEIDON FOREVER,A THOUGHTFUL EPISTLE OF A WOMANIZER AND A MONKEY WHO MUST VANQUISH A DENTIST IN A MONASTERY,2006,1,7,6,4.99,159,29.99,PG-13,15
692,POTLUCK MIXED,A BEAUTIFUL STORY OF A DOG AND A TECHNICAL WRITER WHO MUST OUTGUN A STUDENT IN A BALOON,2006,1,7,3,2.99,179,10.99,G,2
693,POTTER CONNECTICUT,A THRILLING EPISTLE OF A FRISBEE AND A CAT WHO MUST FIGHT A TECHNICAL WRITER IN BERLIN,2006,1,7,5,2.99,115,16.99,PG,17
694,PREJUDICE OLEANDER,A EPIC SAGA OF A BOY AND A DENTIST WHO MUST OUTRACE A MADMAN IN A U-BOAT,2006,1,7,6,4.99,98,15.99,PG-13,4
695,PRESIDENT BANG,A FATEFUL PANORAMA OF A TECHNICAL WRITER AND A MOOSE WHO MUST BATTLE A ROBOT IN SOVIET GEORGIA,2006,1,7,6,4.99,144,12.99,PG,8
696,PRIDE ALAMO,A THOUGHTFUL DRAMA OF A A SHARK AND A FORENSIC PSYCHOLOGIST WHO MUST VANQUISH A STUDENT IN ANCIENT INDIA,2006,1,7,6,0.99,114,20.99,NC-17,17
697,PRIMARY GLASS,A FATEFUL DOCUMENTARY OF A PASTRY CHEF AND A BUTLER WHO MUST BUILD A DOG IN THE CANADIAN ROCKIES,2006,1,7,7,0.99,53,16.99,G,1
698,PRINCESS GIANT,A THRILLING YARN OF A PASTRY CHEF AND A MONKEY WHO MUST BATTLE A MONKEY IN A SHARK TANK,2006,1,7,3,2.99,71,29.99,NC-17,17
699,PRIVATE DROP,A STUNNING STORY OF A TECHNICAL WRITER AND A HUNTER WHO MUST SUCCUMB A SECRET AGENT IN A BALOON,2006,1,7,7,4.99,106,26.99,PG,17
700,PRIX UNDEFEATED,A STUNNING SAGA OF A MAD SCIENTIST AND A BOAT WHO MUST OVERCOME A DENTIST IN ANCIENT CHINA,2006,1,7,4,2.99,115,13.99,R,8
701,PSYCHO SHRUNK,A AMAZING PANORAMA OF A CROCODILE AND A EXPLORER WHO MUST FIGHT A HUSBAND IN NIGERIA,2006,1,7,5,2.99,155,11.99,PG-13,17
702,PULP BEVERLY,A UNBELIEVEABLE DISPLAY OF A DOG AND A CROCODILE WHO MUST OUTRACE A MAN IN NIGERIA,2006,1,7,4,2.99,89,12.99,G,11
703,PUNK DIVORCE,A FAST-PACED TALE OF A PASTRY CHEF AND A BOAT WHO MUST FACE A FRISBEE IN THE CANADIAN ROCKIES,2006,1,7,6,4.99,100,18.99,PG,2
704,PURE RUNNER,A THOUGHTFUL DOCUMENTARY OF A STUDENT AND A MADMAN WHO MUST CHALLENGE A SQUIRREL IN A MANHATTAN PENTHOUSE,2006,1,7,3,2.99,121,25.99,NC-17,5
705,PURPLE MOVIE,A BORING DISPLAY OF A PASTRY CHEF AND A SUMO WRESTLER WHO MUST DISCOVER A FRISBEE IN AN ABANDONED AMUSEMENT PARK,2006,1,7,4,2.99,88,9.99,R,9
706,QUEEN LUKE,A ASTOUNDING STORY OF A GIRL AND A BOY WHO MUST CHALLENGE A COMPOSER IN NEW ORLEANS,2006,1,7,5,4.99,163,22.99,PG,17
707,QUEST MUSSOLINI,A FATEFUL DRAMA OF A HUSBAND AND A SUMO WRESTLER WHO MUST BATTLE A PASTRY CHEF IN A BALOON FACTORY,2006,1,7,5,2.99,177,29.99,R,1
708,QUILLS BULL,A THOUGHTFUL STORY OF A PIONEER AND A WOMAN WHO MUST REACH A MOOSE IN AUSTRALIA,2006,1,7,4,4.99,112,19.99,R,17
709,RACER EGG,A EMOTIONAL DISPLAY OF A MONKEY AND A WAITRESS WHO MUST REACH A SECRET AGENT IN CALIFORNIA,2006,1,7,7,2.99,147,19.99,NC-17,7
710,RAGE GAMES,A FAST-PACED SAGA OF A ASTRONAUT AND A SECRET AGENT WHO MUST ESCAPE A HUNTER IN AN ABANDONED AMUSEMENT PARK,2006,1,7,4,4.99,120,18.99,R,17
711,RAGING AIRPLANE,A ASTOUNDING DISPLAY OF A SECRET AGENT AND A TECHNICAL WRITER WHO MUST ESCAPE A MAD SCIENTIST IN A JET BOAT,2006,1,7,4,4.99,154,18.99,R,14
712,RAIDERS ANTITRUST,A AMAZING DRAMA OF A TEACHER AND A FEMINIST WHO MUST MEET A WOMAN IN THE FIRST MANNED SPACE STATION,2006,1,7,4,0.99,82,11.99,PG-13,6
713,RAINBOW SHOCK,A ACTION-PACKED STORY OF A HUNTER AND A BOY WHO MUST DISCOVER A LUMBERJACK IN ANCIENT INDIA,2006,1,7,3,4.99,74,14.99,PG,17
714,RANDOM GO,A FATEFUL DRAMA OF A FRISBEE AND A STUDENT WHO MUST CONFRONT A CAT IN A SHARK TANK,2006,1,7,6,2.99,73,29.99,NC-17,14
715,RANGE MOONWALKER,A INSIGHTFUL DOCUMENTARY OF A HUNTER AND A DENTIST WHO MUST CONFRONT A CROCODILE IN A BALOON,2006,1,7,3,4.99,147,25.99,PG,8
716,REAP UNFAITHFUL,A THRILLING EPISTLE OF A COMPOSER AND A SUMO WRESTLER WHO MUST CHALLENGE A MAD COW IN A MYSQL CONVENTION,2006,1,7,6,2.99,136,26.99,PG-13,11
717,REAR TRADING,A AWE-INSPIRING REFLECTION OF A FORENSIC PSYCHOLOGIST AND A SECRET AGENT WHO MUST SUCCUMB A PASTRY CHEF IN SOVIET GEORGIA,2006,1,7,6,0.99,97,23.99,NC-17,1
718,REBEL AIRPORT,A INTREPID YARN OF A DATABASE ADMINISTRATOR AND A BOAT WHO MUST OUTRACE A HUSBAND IN ANCIENT INDIA,2006,1,7,7,0.99,73,24.99,G,12
719,RECORDS ZORRO,A AMAZING DRAMA OF A MAD SCIENTIST AND A COMPOSER WHO MUST BUILD A HUSBAND IN THE OUTBACK,2006,1,7,7,4.99,182,11.99,PG,17
720,REDEMPTION COMFORTS,A EMOTIONAL DOCUMENTARY OF A DENTIST AND A WOMAN WHO MUST BATTLE A MAD SCIENTIST IN ANCIENT CHINA,2006,1,7,3,2.99,179,20.99,NC-17,13
721,REDS POCUS,A LACKLUSTURE YARN OF A SUMO WRESTLER AND A SQUIRREL WHO MUST REDEEM A MONKEY IN SOVIET GEORGIA,2006,1,7,7,4.99,182,23.99,PG-13,12
722,REEF SALUTE,A ACTION-PACKED SAGA OF A TEACHER AND A LUMBERJACK WHO MUST BATTLE A DENTIST IN A BALOON,2006,1,7,5,0.99,123,26.99,NC-17,11
723,REIGN GENTLEMEN,A EMOTIONAL YARN OF A COMPOSER AND A MAN WHO MUST ESCAPE A BUTLER IN THE GULF OF MEXICO,2006,1,7,3,2.99,82,29.99,PG-13,14
724,REMEMBER DIARY,A INSIGHTFUL TALE OF A TECHNICAL WRITER AND A WAITRESS WHO MUST CONQUER A MONKEY IN ANCIENT INDIA,2006,1,7,5,2.99,110,15.99,R,17
725,REQUIEM TYCOON,A UNBELIEVEABLE CHARACTER STUDY OF A CAT AND A DATABASE ADMINISTRATOR WHO MUST PURSUE A TEACHER IN A MONASTERY,2006,1,7,6,4.99,167,25.99,R,17
726,RESERVOIR ADAPTATION,A INTREPID DRAMA OF A TEACHER AND A MOOSE WHO MUST KILL A CAR IN CALIFORNIA,2006,1,7,7,2.99,61,29.99,PG-13,17
727,RESURRECTION SILVERADO,A EPIC YARN OF A ROBOT AND A EXPLORER WHO MUST CHALLENGE A GIRL IN A MYSQL CONVENTION,2006,1,7,6,0.99,117,12.99,PG,17
728,REUNION WITCHES,A UNBELIEVEABLE DOCUMENTARY OF A DATABASE ADMINISTRATOR AND A FRISBEE WHO MUST REDEEM A MAD SCIENTIST IN A BALOON FACTORY,2006,1,7,3,0.99,63,26.99,R,7
729,RIDER CADDYSHACK,A TAUT REFLECTION OF A MONKEY AND A WOMANIZER WHO MUST CHASE A MOOSE IN NIGERIA,2006,1,7,5,2.99,177,28.99,PG,15
730,RIDGEMONT SUBMARINE,A UNBELIEVEABLE DRAMA OF A WAITRESS AND A COMPOSER WHO MUST SINK A MAD COW IN ANCIENT JAPAN,2006,1,7,3,0.99,46,28.99,PG-13,13
731,RIGHT CRANES,A FATEFUL CHARACTER STUDY OF A BOAT AND A CAT WHO MUST FIND A DATABASE ADMINISTRATOR IN A JET BOAT,2006,1,7,7,4.99,153,29.99,PG-13,4
732,RINGS HEARTBREAKERS,A AMAZING YARN OF A SUMO WRESTLER AND A BOAT WHO MUST CONQUER A WAITRESS IN NEW ORLEANS,2006,1,7,5,0.99,58,17.99,G,1
733,RIVER OUTLAW,A THRILLING CHARACTER STUDY OF A SQUIRREL AND A LUMBERJACK WHO MUST FACE A HUNTER IN A MYSQL CONVENTION,2006,1,7,4,0.99,149,29.99,PG-13,15
734,ROAD ROXANNE,A BORING CHARACTER STUDY OF A WAITRESS AND A ASTRONAUT WHO MUST FIGHT A CROCODILE IN ANCIENT JAPAN,2006,1,7,4,4.99,158,12.99,R,6
735,ROBBERS JOON,A THOUGHTFUL STORY OF A MAD SCIENTIST AND A WAITRESS WHO MUST CONFRONT A FORENSIC PSYCHOLOGIST IN SOVIET GEORGIA,2006,1,7,7,2.99,102,26.99,PG-13,3
736,ROBBERY BRIGHT,A TAUT REFLECTION OF A ROBOT AND A SQUIRREL WHO MUST FIGHT A BOAT IN ANCIENT JAPAN,2006,1,7,4,0.99,134,21.99,R,17
737,ROCK INSTINCT,A ASTOUNDING CHARACTER STUDY OF A ROBOT AND A MOOSE WHO MUST OVERCOME A ASTRONAUT IN ANCIENT INDIA,2006,1,7,4,0.99,102,28.99,G,11
738,ROCKETEER MOTHER,A AWE-INSPIRING CHARACTER STUDY OF A ROBOT AND A SUMO WRESTLER WHO MUST DISCOVER A WOMANIZER IN A SHARK TANK,2006,1,7,3,0.99,178,27.99,PG-13,9
739,ROCKY WAR,A FAST-PACED DISPLAY OF A SQUIRREL AND A EXPLORER WHO MUST OUTGUN A MAD SCIENTIST IN NIGERIA,2006,1,7,4,4.99,145,17.99,PG-13,7
740,ROLLERCOASTER BRINGING,A BEAUTIFUL DRAMA OF A ROBOT AND A LUMBERJACK WHO MUST DISCOVER A TECHNICAL WRITER IN A SHARK TANK,2006,1,7,5,2.99,153,13.99,PG-13,17
741,ROMAN PUNK,A THOUGHTFUL PANORAMA OF A MAD COW AND A STUDENT WHO MUST BATTLE A FORENSIC PSYCHOLOGIST IN BERLIN,2006,1,7,7,0.99,81,28.99,NC-17,17
742,ROOF CHAMPION,A LACKLUSTURE REFLECTION OF A CAR AND A EXPLORER WHO MUST FIND A MONKEY IN A BALOON,2006,1,7,7,0.99,101,25.99,R,10
743,ROOM ROMAN,A AWE-INSPIRING PANORAMA OF A COMPOSER AND A SECRET AGENT WHO MUST SINK A COMPOSER IN A SHARK TANK,2006,1,7,7,0.99,60,27.99,PG,2
744,ROOTS REMEMBER,A BRILLIANT DRAMA OF A MAD COW AND A HUNTER WHO MUST ESCAPE A HUNTER IN BERLIN,2006,1,7,4,0.99,89,23.99,PG-13,17
745,ROSES TREASURE,A ASTOUNDING PANORAMA OF A MONKEY AND A SECRET AGENT WHO MUST DEFEAT A WOMAN IN THE FIRST MANNED SPACE STATION,2006,1,7,5,4.99,162,23.99,PG-13,15
746,ROUGE SQUAD,A AWE-INSPIRING DRAMA OF A ASTRONAUT AND A FRISBEE WHO MUST CONQUER A MAD SCIENTIST IN AUSTRALIA,2006,1,7,3,0.99,118,10.99,NC-17,17
747,ROXANNE REBEL,A ASTOUNDING STORY OF A PASTRY CHEF AND A DATABASE ADMINISTRATOR WHO MUST FIGHT A MAN IN THE OUTBACK,2006,1,7,5,0.99,171,9.99,R,17
748,RUGRATS SHAKESPEARE,A TOUCHING SAGA OF A CROCODILE AND A CROCODILE WHO MUST DISCOVER A TECHNICAL WRITER IN NIGERIA,2006,1,7,4,0.99,109,16.99,PG-13,1
749,RULES HUMAN,A BEAUTIFUL EPISTLE OF A ASTRONAUT AND A STUDENT WHO MUST CONFRONT A MONKEY IN AN ABANDONED FUN HOUSE,2006,1,7,6,4.99,153,19.99,R,11
750,RUN PACIFIC,A TOUCHING TALE OF A CAT AND A PASTRY CHEF WHO MUST CONQUER A PASTRY CHEF IN A MYSQL CONVENTION,2006,1,7,3,0.99,145,25.99,R,13
751,RUNAWAY TENENBAUMS,A THOUGHTFUL DOCUMENTARY OF A BOAT AND A MAN WHO MUST MEET A BOAT IN AN ABANDONED FUN HOUSE,2006,1,7,6,0.99,181,17.99,NC-17,17
752,RUNNER MADIGAN,A THOUGHTFUL DOCUMENTARY OF A CROCODILE AND A ROBOT WHO MUST OUTRACE A WOMANIZER IN THE OUTBACK,2006,1,7,6,0.99,101,27.99,NC-17,12
753,RUSH GOODFELLAS,A EMOTIONAL DISPLAY OF A MAN AND A DENTIST WHO MUST CHALLENGE A SQUIRREL IN AUSTRALIA,2006,1,7,3,0.99,48,20.99,PG,17
754,RUSHMORE MERMAID,A BORING STORY OF A WOMAN AND A MOOSE WHO MUST REACH A HUSBAND IN A SHARK TANK,2006,1,7,6,2.99,150,17.99,PG-13,5
755,SABRINA MIDNIGHT,A EMOTIONAL STORY OF A SQUIRREL AND A CROCODILE WHO MUST SUCCUMB A HUSBAND IN THE SAHARA DESERT,2006,1,7,5,4.99,99,11.99,PG,3
756,SADDLE ANTITRUST,A STUNNING EPISTLE OF A FEMINIST AND A A SHARK WHO MUST BATTLE A WOMAN IN AN ABANDONED FUN HOUSE,2006,1,7,7,2.99,80,10.99,PG-13,5
757,SAGEBRUSH CLUELESS,A INSIGHTFUL STORY OF A LUMBERJACK AND A HUNTER WHO MUST KILL A BOY IN ANCIENT JAPAN,2006,1,7,4,2.99,106,28.99,G,6
758,SAINTS BRIDE,A FATEFUL TALE OF A TECHNICAL WRITER AND A COMPOSER WHO MUST PURSUE A EXPLORER IN THE GULF OF MEXICO,2006,1,7,5,2.99,125,11.99,G,7
759,SALUTE APOLLO,A AWE-INSPIRING CHARACTER STUDY OF A BOY AND A FEMINIST WHO MUST SINK A CROCODILE IN ANCIENT CHINA,2006,1,7,4,2.99,73,29.99,R,13
760,SAMURAI LION,A FAST-PACED STORY OF A PIONEER AND A ASTRONAUT WHO MUST REACH A BOAT IN A BALOON,2006,1,7,5,2.99,110,21.99,G,17
761,SANTA PARIS,A EMOTIONAL DOCUMENTARY OF A MOOSE AND A CAR WHO MUST REDEEM A MAD COW IN A BALOON FACTORY,2006,1,7,7,2.99,154,23.99,PG,17
762,SASSY PACKER,A FAST-PACED DOCUMENTARY OF A DOG AND A TEACHER WHO MUST FIND A MOOSE IN A MANHATTAN PENTHOUSE,2006,1,7,6,0.99,154,29.99,G,17
763,SATISFACTION CONFIDENTIAL,A LACKLUSTURE YARN OF A DENTIST AND A BUTLER WHO MUST MEET A SECRET AGENT IN ANCIENT CHINA,2006,1,7,3,4.99,75,26.99,G,17
764,SATURDAY LAMBS,A THOUGHTFUL REFLECTION OF A MAD SCIENTIST AND A MOOSE WHO MUST KILL A HUSBAND IN A BALOON,2006,1,7,3,4.99,150,28.99,G,15
765,SATURN NAME,A FATEFUL EPISTLE OF A BUTLER AND A BOY WHO MUST REDEEM A TEACHER IN BERLIN,2006,1,7,7,4.99,182,18.99,R,17
766,SAVANNAH TOWN,A AWE-INSPIRING TALE OF A ASTRONAUT AND A DATABASE ADMINISTRATOR WHO MUST CHASE A SECRET AGENT IN THE GULF OF MEXICO,2006,1,7,5,0.99,84,25.99,PG-13,7
767,SCALAWAG DUCK,A FATEFUL REFLECTION OF A CAR AND A TEACHER WHO MUST CONFRONT A WAITRESS IN A MONASTERY,2006,1,7,6,4.99,183,13.99,NC-17,17
768,SCARFACE BANG,A EMOTIONAL YARN OF A TEACHER AND A GIRL WHO MUST FIND A TEACHER IN A BALOON FACTORY,2006,1,7,3,4.99,102,11.99,PG-13,17
769,SCHOOL JACKET,A INTREPID YARN OF A MONKEY AND A BOY WHO MUST FIGHT A COMPOSER IN A MANHATTAN PENTHOUSE,2006,1,7,5,4.99,151,21.99,PG-13,9
770,SCISSORHANDS SLUMS,A AWE-INSPIRING DRAMA OF A GIRL AND A TECHNICAL WRITER WHO MUST MEET A FEMINIST IN THE CANADIAN ROCKIES,2006,1,7,5,2.99,147,13.99,G,9
771,SCORPION APOLLO,A AWE-INSPIRING DOCUMENTARY OF A TECHNICAL WRITER AND A HUSBAND WHO MUST MEET A MONKEY IN AN ABANDONED FUN HOUSE,2006,1,7,3,4.99,137,23.99,NC-17,7
772,SEA VIRGIN,A FAST-PACED DOCUMENTARY OF A TECHNICAL WRITER AND A PASTRY CHEF WHO MUST ESCAPE A MOOSE IN A U-BOAT,2006,1,7,4,2.99,80,24.99,PG,17
773,SEABISCUIT PUNK,A INSIGHTFUL SAGA OF A MAN AND A FORENSIC PSYCHOLOGIST WHO MUST DISCOVER A MAD COW IN A MYSQL CONVENTION,2006,1,7,6,2.99,112,28.99,NC-17,17
774,SEARCHERS WAIT,A FAST-PACED TALE OF A CAR AND A MAD SCIENTIST WHO MUST KILL A WOMANIZER IN ANCIENT JAPAN,2006,1,7,3,2.99,182,22.99,NC-17,17
775,SEATTLE EXPECATIONS,A INSIGHTFUL REFLECTION OF A CROCODILE AND A SUMO WRESTLER WHO MUST MEET A TECHNICAL WRITER IN THE SAHARA DESERT,2006,1,7,4,4.99,110,18.99,PG-13,7
776,SECRET GROUNDHOG,A ASTOUNDING STORY OF A CAT AND A DATABASE ADMINISTRATOR WHO MUST BUILD A TECHNICAL WRITER IN NEW ORLEANS,2006,1,7,6,4.99,90,11.99,PG,17
777,SECRETARY ROUGE,A ACTION-PACKED PANORAMA OF A MAD COW AND A COMPOSER WHO MUST DISCOVER A ROBOT IN A BALOON FACTORY,2006,1,7,5,4.99,158,10.99,PG,17
778,SECRETS PARADISE,A FATEFUL SAGA OF A CAT AND A FRISBEE WHO MUST KILL A GIRL IN A MANHATTAN PENTHOUSE,2006,1,7,3,4.99,109,24.99,G,17
779,SENSE GREEK,A TAUT SAGA OF A LUMBERJACK AND A PASTRY CHEF WHO MUST ESCAPE A SUMO WRESTLER IN AN ABANDONED FUN HOUSE,2006,1,7,4,4.99,54,23.99,R,15
780,SENSIBILITY REAR,A EMOTIONAL TALE OF A ROBOT AND A SUMO WRESTLER WHO MUST REDEEM A PASTRY CHEF IN A BALOON FACTORY,2006,1,7,7,4.99,98,15.99,PG,17
781,SEVEN SWARM,A UNBELIEVEABLE CHARACTER STUDY OF A DOG AND A MAD COW WHO MUST KILL A MONKEY IN BERLIN,2006,1,7,4,4.99,127,15.99,R,10
782,SHAKESPEARE SADDLE,A FAST-PACED PANORAMA OF A LUMBERJACK AND A DATABASE ADMINISTRATOR WHO MUST DEFEAT A MADMAN IN A MYSQL CONVENTION,2006,1,7,6,2.99,60,26.99,PG-13,15
783,SHANE DARKNESS,A ACTION-PACKED SAGA OF A MOOSE AND A LUMBERJACK WHO MUST FIND A WOMAN IN BERLIN,2006,1,7,5,2.99,93,22.99,PG,16
784,SHANGHAI TYCOON,A FAST-PACED CHARACTER STUDY OF A CROCODILE AND A LUMBERJACK WHO MUST BUILD A HUSBAND IN AN ABANDONED FUN HOUSE,2006,1,7,7,2.99,47,20.99,PG,16
785,SHAWSHANK BUBBLE,A LACKLUSTURE STORY OF A MOOSE AND A MONKEY WHO MUST CONFRONT A BUTLER IN AN ABANDONED AMUSEMENT PARK,2006,1,7,6,4.99,80,20.99,PG,16
786,SHEPHERD MIDSUMMER,A THOUGHTFUL DRAMA OF A ROBOT AND A WOMANIZER WHO MUST KILL A LUMBERJACK IN A BALOON,2006,1,7,7,0.99,113,14.99,R,17
787,SHINING ROSES,A AWE-INSPIRING CHARACTER STUDY OF A ASTRONAUT AND A FORENSIC PSYCHOLOGIST WHO MUST CHALLENGE A MADMAN IN ANCIENT INDIA,2006,1,7,4,0.99,125,12.99,G,17
788,SHIP WONDERLAND,A THRILLING SAGA OF A MONKEY AND A FRISBEE WHO MUST ESCAPE A EXPLORER IN THE OUTBACK,2006,1,7,5,2.99,104,15.99,R,6
789,SHOCK CABIN,A FATEFUL TALE OF A MAD COW AND A CROCODILE WHO MUST MEET A HUSBAND IN NEW ORLEANS,2006,1,7,7,2.99,79,15.99,PG-13,17
790,SHOOTIST SUPERFLY,A FAST-PACED STORY OF A CROCODILE AND A A SHARK WHO MUST SINK A PIONEER IN BERLIN,2006,1,7,6,0.99,67,22.99,PG-13,7
791,SHOW LORD,A FANCIFUL SAGA OF A STUDENT AND A GIRL WHO MUST FIND A BUTLER IN ANCIENT JAPAN,2006,1,7,3,4.99,167,24.99,PG-13,17
792,SHREK LICENSE,A FATEFUL YARN OF A SECRET AGENT AND A FEMINIST WHO MUST FIND A FEMINIST IN A JET BOAT,2006,1,7,7,2.99,154,15.99,PG-13,17
793,SHRUNK DIVINE,A FATEFUL CHARACTER STUDY OF A WAITRESS AND A TECHNICAL WRITER WHO MUST BATTLE A HUNTER IN A BALOON,2006,1,7,6,2.99,139,14.99,R,1
794,SIDE ARK,A STUNNING PANORAMA OF A CROCODILE AND A WOMANIZER WHO MUST MEET A FEMINIST IN THE CANADIAN ROCKIES,2006,1,7,5,0.99,52,28.99,G,1
795,SIEGE MADRE,A BORING TALE OF A FRISBEE AND A CROCODILE WHO MUST VANQUISH A MOOSE IN AN ABANDONED MINE SHAFT,2006,1,7,7,0.99,111,23.99,R,8
796,SIERRA DIVIDE,A EMOTIONAL CHARACTER STUDY OF A FRISBEE AND A MAD SCIENTIST WHO MUST BUILD A MADMAN IN CALIFORNIA,2006,1,7,3,0.99,135,12.99,NC-17,17
797,SILENCE KANE,A EMOTIONAL DRAMA OF A SUMO WRESTLER AND A DENTIST WHO MUST CONFRONT A SUMO WRESTLER IN A BALOON,2006,1,7,7,0.99,67,23.99,R,12
798,SILVERADO GOLDFINGER,A STUNNING EPISTLE OF A SUMO WRESTLER AND A MAN WHO MUST CHALLENGE A WAITRESS IN ANCIENT INDIA,2006,1,7,4,4.99,74,11.99,PG,14
799,SIMON NORTH,A THRILLING DOCUMENTARY OF A TECHNICAL WRITER AND A A SHARK WHO MUST FACE A PIONEER IN A SHARK TANK,2006,1,7,3,0.99,51,26.99,NC-17,17
800,SINNERS ATLANTIS,A EPIC DISPLAY OF A DOG AND A BOAT WHO MUST SUCCUMB A MAD SCIENTIST IN AN ABANDONED MINE SHAFT,2006,1,7,7,2.99,126,19.99,PG-13,11
801,SISTER FREDDY,A STUNNING SAGA OF A BUTLER AND A WOMAN WHO MUST PURSUE A EXPLORER IN AUSTRALIA,2006,1,7,5,4.99,152,19.99,PG-13,17
802,SKY MIRACLE,A EPIC DRAMA OF A MAD SCIENTIST AND A EXPLORER WHO MUST SUCCUMB A WAITRESS IN AN ABANDONED FUN HOUSE,2006,1,7,7,2.99,132,15.99,PG,1
803,SLACKER LIAISONS,A FAST-PACED TALE OF A A SHARK AND A STUDENT WHO MUST MEET A CROCODILE IN ANCIENT CHINA,2006,1,7,7,4.99,179,29.99,R,17
804,SLEEPING SUSPECTS,A STUNNING REFLECTION OF A SUMO WRESTLER AND A EXPLORER WHO MUST SINK A FRISBEE IN A MYSQL CONVENTION,2006,1,7,7,4.99,129,13.99,PG-13,11
805,SLEEPLESS MONSOON,A AMAZING SAGA OF A MOOSE AND A PASTRY CHEF WHO MUST ESCAPE A BUTLER IN AUSTRALIA,2006,1,7,5,4.99,64,12.99,G,2
806,SLEEPY JAPANESE,A EMOTIONAL EPISTLE OF A MOOSE AND A COMPOSER WHO MUST FIGHT A TECHNICAL WRITER IN THE OUTBACK,2006,1,7,4,2.99,137,25.99,PG,13
807,SLEUTH ORIENT,A FATEFUL CHARACTER STUDY OF A HUSBAND AND A DOG WHO MUST FIND A FEMINIST IN ANCIENT INDIA,2006,1,7,4,0.99,87,25.99,NC-17,17
808,SLING LUKE,A INTREPID CHARACTER STUDY OF A ROBOT AND A MONKEY WHO MUST REACH A SECRET AGENT IN AN ABANDONED AMUSEMENT PARK,2006,1,7,5,0.99,84,10.99,R,4
809,SLIPPER FIDELITY,A TAUT REFLECTION OF A SECRET AGENT AND A MAN WHO MUST REDEEM A EXPLORER IN A MYSQL CONVENTION,2006,1,7,5,0.99,156,14.99,PG-13,17
810,SLUMS DUCK,A AMAZING CHARACTER STUDY OF A TEACHER AND A DATABASE ADMINISTRATOR WHO MUST DEFEAT A WAITRESS IN A JET BOAT,2006,1,7,5,0.99,147,21.99,PG,17
811,SMILE EARRING,A INTREPID DRAMA OF A TEACHER AND A BUTLER WHO MUST BUILD A PASTRY CHEF IN BERLIN,2006,1,7,4,2.99,60,29.99,G,16
812,SMOKING BARBARELLA,A LACKLUSTURE SAGA OF A MAD COW AND A MAD SCIENTIST WHO MUST SINK A CAT IN A MYSQL CONVENTION,2006,1,7,7,0.99,50,13.99,PG-13,6
813,SMOOCHY CONTROL,A THRILLING DOCUMENTARY OF A HUSBAND AND A FEMINIST WHO MUST FACE A MAD SCIENTIST IN ANCIENT CHINA,2006,1,7,7,0.99,184,18.99,R,17
814,SNATCH SLIPPER,A INSIGHTFUL PANORAMA OF A WOMAN AND A FEMINIST WHO MUST DEFEAT A FORENSIC PSYCHOLOGIST IN BERLIN,2006,1,7,6,4.99,110,15.99,PG,17
815,SNATCHERS MONTEZUMA,A BORING EPISTLE OF A SUMO WRESTLER AND A WOMAN WHO MUST ESCAPE A MAN IN THE CANADIAN ROCKIES,2006,1,7,4,2.99,74,14.99,PG-13,4
816,SNOWMAN ROLLERCOASTER,A FATEFUL DISPLAY OF A LUMBERJACK AND A GIRL WHO MUST SUCCUMB A MAD COW IN A MANHATTAN PENTHOUSE,2006,1,7,3,0.99,62,27.99,G,2
